Frequency ratio for turciphertext 3 grams:
çeg 1.34	 Occurrences:44
dWy 0.03	 Occurrences:1
Wye 0.03	 Occurrences:1
glc 0.03	 Occurrences:1
ech 0.03	 Occurrences:1
che 0.03	 Occurrences:1
hef 0.03	 Occurrences:1
eö/ 0.03	 Occurrences:1
ö/o 0.03	 Occurrences:1
/oe 0.03	 Occurrences:1
oen 0.03	 Occurrences:1
enl 0.03	 Occurrences:1
nlh 0.03	 Occurrences:1
het 0.03	 Occurrences:1
rmç 0.03	 Occurrences:1
eğe 0.03	 Occurrences:1
ğeg 0.03	 Occurrences:1
çds 0.03	 Occurrences:1
dsd 0.03	 Occurrences:1
sdk 0.03	 Occurrences:1
kvy 0.03	 Occurrences:1
vyv 0.03	 Occurrences:1
yvö 0.03	 Occurrences:1
vöv 0.03	 Occurrences:1
övs 0.03	 Occurrences:1
vsb 0.03	 Occurrences:1
ceı 0.03	 Occurrences:1
eıy 0.03	 Occurrences:1
ıym 0.03	 Occurrences:1
yme 0.03	 Occurrences:1
meb 0.03	 Occurrences:1
ötb 0.03	 Occurrences:1
mcr 0.03	 Occurrences:1
crm 0.03	 Occurrences:1
bgs 0.03	 Occurrences:1
öeh 0.03	 Occurrences:1
eh2 0.03	 Occurrences:1
h2^ 0.03	 Occurrences:1
4}c 0.03	 Occurrences:1
}cm 0.03	 Occurrences:1
mhe 0.03	 Occurrences:1
jbr 0.03	 Occurrences:1
öcl 0.03	 Occurrences:1
clj 0.03	 Occurrences:1
jej 0.03	 Occurrences:1
ejş 0.03	 Occurrences:1
öe5 0.03	 Occurrences:1
eöm 0.03	 Occurrences:1
möo 0.03	 Occurrences:1
öol 0.03	 Occurrences:1
lzm 0.03	 Occurrences:1
mcd 0.03	 Occurrences:1
cdt 0.03	 Occurrences:1
dtç 0.03	 Occurrences:1
tçe 0.03	 Occurrences:1
feç 0.03	 Occurrences:1
jbğ 0.03	 Occurrences:1
öjj 0.03	 Occurrences:1
jjd 0.03	 Occurrences:1
gla 0.03	 Occurrences:1
lağ 0.03	 Occurrences:1
gl( 0.03	 Occurrences:1
l(r 0.03	 Occurrences:1
v)c 0.03	 Occurrences:1
)cv 0.03	 Occurrences:1
myy 0.03	 Occurrences:1
yyb 0.03	 Occurrences:1
ybu 0.03	 Occurrences:1
bhe 0.03	 Occurrences:1
/1c 0.03	 Occurrences:1
1cm 0.03	 Occurrences:1
lye 0.03	 Occurrences:1
çd1 0.03	 Occurrences:1
d1t 0.03	 Occurrences:1
1tm 0.03	 Occurrences:1
tmr 0.03	 Occurrences:1
rüj 0.03	 Occurrences:1
üjy 0.03	 Occurrences:1
te1 0.03	 Occurrences:1
e11 0.03	 Occurrences:1
14s 0.03	 Occurrences:1
bcc 0.03	 Occurrences:1
glb 0.03	 Occurrences:1
lbz 0.03	 Occurrences:1
abğ 0.03	 Occurrences:1
öj( 0.03	 Occurrences:1
j(a 0.03	 Occurrences:1
(ağ 0.03	 Occurrences:1
{22 0.03	 Occurrences:1
2}( 0.03	 Occurrences:1
}(r 0.03	 Occurrences:1
{28 0.03	 Occurrences:1
28} 0.03	 Occurrences:1
8}j 0.03	 Occurrences:1
}jd 0.03	 Occurrences:1
döf 0.03	 Occurrences:1
öfd 0.03	 Occurrences:1
fdt 0.03	 Occurrences:1
dtm 0.03	 Occurrences:1
tmç 0.03	 Occurrences:1
çbz 0.03	 Occurrences:1
abp 0.03	 Occurrences:1
bpm 0.03	 Occurrences:1
ölc 0.03	 Occurrences:1
çdt 0.03	 Occurrences:1
dte 0.03	 Occurrences:1
cbo 0.03	 Occurrences:1
bol 0.03	 Occurrences:1
gl2 0.03	 Occurrences:1
l2c 0.03	 Occurrences:1
2ce 0.03	 Occurrences:1
öeı 0.03	 Occurrences:1
lce 0.03	 Occurrences:1
gyf 0.03	 Occurrences:1
lgn 0.03	 Occurrences:1
nec 0.03	 Occurrences:1
eys 0.03	 Occurrences:1
ysb 0.03	 Occurrences:1
tek 0.03	 Occurrences:1
1}j 0.03	 Occurrences:1
}je 0.03	 Occurrences:1
jeö 0.03	 Occurrences:1
eöb 0.03	 Occurrences:1
kmd 0.03	 Occurrences:1
dçt 0.03	 Occurrences:1
çtv 0.03	 Occurrences:1
tvu 0.03	 Occurrences:1
vuv 0.03	 Occurrences:1
uvb 0.03	 Occurrences:1
vbı 0.03	 Occurrences:1
ama 0.03	 Occurrences:1
mağ 0.03	 Occurrences:1
bö2 0.03	 Occurrences:1
ö2^ 0.03	 Occurrences:1
1}= 0.03	 Occurrences:1
=2, 0.03	 Occurrences:1
2,0 0.03	 Occurrences:1
,09 0.03	 Occurrences:1
097 0.03	 Occurrences:1
97, 0.03	 Occurrences:1
7,1 0.03	 Occurrences:1
,15 0.03	 Occurrences:1
152 0.03	 Occurrences:1
52a 0.03	 Occurrences:1
2ağ 0.03	 Occurrences:1
keb 0.03	 Occurrences:1
lgj 0.03	 Occurrences:1
amr 0.03	 Occurrences:1
^{1 0.03	 Occurrences:1
{15 0.03	 Occurrences:1
15} 0.03	 Occurrences:1
5}= 0.03	 Occurrences:1
}=3 0.03	 Occurrences:1
=32 0.03	 Occurrences:1
32, 0.03	 Occurrences:1
2,7 0.03	 Occurrences:1
,76 0.03	 Occurrences:1
768 0.03	 Occurrences:1
68m 0.03	 Occurrences:1
8mc 0.03	 Occurrences:1
gyl 0.03	 Occurrences:1
neh 0.03	 Occurrences:1
eağ 0.03	 Occurrences:1
gjb 0.03	 Occurrences:1
jbj 0.03	 Occurrences:1
fbj 0.03	 Occurrences:1
bje 0.03	 Occurrences:1
çlğ 0.03	 Occurrences:1
lğc 0.03	 Occurrences:1
ğcv 0.03	 Occurrences:1
cvg 0.03	 Occurrences:1
cfe 0.03	 Occurrences:1
öyl 0.03	 Occurrences:1
ylc 0.03	 Occurrences:1
lcç 0.03	 Occurrences:1
cçl 0.03	 Occurrences:1
lcj 0.03	 Occurrences:1
cjv 0.03	 Occurrences:1
örş 0.03	 Occurrences:1
aşs 0.03	 Occurrences:1
şsv 0.03	 Occurrences:1
esb 0.03	 Occurrences:1
feo 0.03	 Occurrences:1
eom 0.03	 Occurrences:1
mfs 0.03	 Occurrences:1
fsv 0.03	 Occurrences:1
ega 0.03	 Occurrences:1
ket 0.03	 Occurrences:1
eob 0.03	 Occurrences:1
obğ 0.03	 Occurrences:1
bğj 0.03	 Occurrences:1
ğjv 0.03	 Occurrences:1
mft 0.03	 Occurrences:1
ftm 0.03	 Occurrences:1
egv 0.03	 Occurrences:1
gvh 0.03	 Occurrences:1
vöj 0.03	 Occurrences:1
öjş 0.03	 Occurrences:1
bcv 0.03	 Occurrences:1
lfb 0.03	 Occurrences:1
öbh 0.03	 Occurrences:1
hbö 0.03	 Occurrences:1
eçf 0.03	 Occurrences:1
bhc 0.03	 Occurrences:1
eyş 0.03	 Occurrences:1
cbm 0.03	 Occurrences:1
bmk 0.03	 Occurrences:1
mkt 0.03	 Occurrences:1
ktm 0.03	 Occurrences:1
tmo 0.03	 Occurrences:1
mom 0.03	 Occurrences:1
lcp 0.03	 Occurrences:1
cpm 0.03	 Occurrences:1
gjv 0.03	 Occurrences:1
grm 0.03	 Occurrences:1
cçb 0.03	 Occurrences:1
çbm 0.03	 Occurrences:1
bmç 0.03	 Occurrences:1
çmc 0.03	 Occurrences:1
cyg 0.03	 Occurrences:1
ygb 0.03	 Occurrences:1
bc, 0.03	 Occurrences:1
c,f 0.03	 Occurrences:1
eöp 0.03	 Occurrences:1
pmt 0.03	 Occurrences:1
mtd 0.03	 Occurrences:1
lfe 0.03	 Occurrences:1
glh 0.03	 Occurrences:1
heç 0.03	 Occurrences:1
gls 0.03	 Occurrences:1
esl 0.03	 Occurrences:1
slg 0.03	 Occurrences:1
ecl 0.03	 Occurrences:1
clç 0.03	 Occurrences:1
te, 0.03	 Occurrences:1
ghs 0.03	 Occurrences:1
hsb 0.03	 Occurrences:1
grğ 0.03	 Occurrences:1
ğvı 0.03	 Occurrences:1
vıb 0.03	 Occurrences:1
ıbn 0.03	 Occurrences:1
nyç 0.03	 Occurrences:1
çbu 0.03	 Occurrences:1
ubö 0.03	 Occurrences:1
öbd 0.03	 Occurrences:1
lcd 0.03	 Occurrences:1
ec4 0.03	 Occurrences:1
c40 0.03	 Occurrences:1
40f 0.03	 Occurrences:1
0fb 0.03	 Occurrences:1
fbç 0.03	 Occurrences:1
bçk 0.03	 Occurrences:1
çkd 0.03	 Occurrences:1
döy 0.03	 Occurrences:1
öyç 0.03	 Occurrences:1
yçk 0.03	 Occurrences:1
çkm 0.03	 Occurrences:1
kmb 0.03	 Occurrences:1
mbo 0.03	 Occurrences:1
lga 0.03	 Occurrences:1
vkm 0.03	 Occurrences:1
ömn 0.03	 Occurrences:1
mnğ 0.03	 Occurrences:1
eğf 0.03	 Occurrences:1
ğfe 0.03	 Occurrences:1
möm 0.03	 Occurrences:1
ömg 0.03	 Occurrences:1
mgi 0.03	 Occurrences:1
gib 0.03	 Occurrences:1
iby 0.03	 Occurrences:1
bye 0.03	 Occurrences:1
yej 0.03	 Occurrences:1
jeg 0.03	 Occurrences:1
egg 0.03	 Occurrences:1
ggv 0.03	 Occurrences:1
gvn 0.03	 Occurrences:1
vnv 0.03	 Occurrences:1
nvj 0.03	 Occurrences:1
vje 0.03	 Occurrences:1
çej 0.03	 Occurrences:1
bön 0.03	 Occurrences:1
önğ 0.03	 Occurrences:1
çet 0.03	 Occurrences:1
ulo 0.03	 Occurrences:1
lol 0.03	 Occurrences:1
lhr 0.03	 Occurrences:1
hrğ 0.03	 Occurrences:1
eöı 0.03	 Occurrences:1
dct 0.03	 Occurrences:1
eol 0.03	 Occurrences:1
/1y 0.03	 Occurrences:1
1ye 0.03	 Occurrences:1
ölğ 0.03	 Occurrences:1
lğg 0.03	 Occurrences:1
ğge 0.03	 Occurrences:1
gey 0.03	 Occurrences:1
eyb 0.03	 Occurrences:1
ybc 0.03	 Occurrences:1
bgz 0.03	 Occurrences:1
gzm 0.03	 Occurrences:1
km2 0.03	 Occurrences:1
m2k 0.03	 Occurrences:1
2kü 0.03	 Occurrences:1
mfc 0.03	 Occurrences:1
fce 0.03	 Occurrences:1
çlk 0.03	 Occurrences:1
lkd 0.03	 Occurrences:1
kdg 0.03	 Occurrences:1
dg: 0.03	 Occurrences:1
g:j 0.03	 Occurrences:1
:je 0.03	 Occurrences:1
ams 0.03	 Occurrences:1
mçş 0.03	 Occurrences:1
çşg 0.03	 Occurrences:1
bze 0.03	 Occurrences:1
zej 0.03	 Occurrences:1
açm 0.03	 Occurrences:1
gha 0.03	 Occurrences:1
hab 0.03	 Occurrences:1
glş 0.03	 Occurrences:1
lşg 0.03	 Occurrences:1
mcs 0.03	 Occurrences:1
cse 0.03	 Occurrences:1
sez 0.03	 Occurrences:1
ezç 0.03	 Occurrences:1
zçe 0.03	 Occurrences:1
eör 0.03	 Occurrences:1
örl 0.03	 Occurrences:1
rlı 0.03	 Occurrences:1
lıy 0.03	 Occurrences:1
ıye 0.03	 Occurrences:1
esş 0.03	 Occurrences:1
sbc 0.03	 Occurrences:1
bcy 0.03	 Occurrences:1
eeg 0.03	 Occurrences:1
eg- 0.03	 Occurrences:1
g-r 0.03	 Occurrences:1
-rm 0.03	 Occurrences:1
rmp 0.03	 Occurrences:1
mpm 0.03	 Occurrences:1
pmj 0.03	 Occurrences:1
jmg 0.03	 Occurrences:1
mgf 0.03	 Occurrences:1
kmr 0.03	 Occurrences:1
mrm 0.03	 Occurrences:1
gmu 0.03	 Occurrences:1
mum 0.03	 Occurrences:1
tme 0.03	 Occurrences:1
me5 0.03	 Occurrences:1
/1b 0.03	 Occurrences:1
1bı 0.03	 Occurrences:1
öej 0.03	 Occurrences:1
lat 0.03	 Occurrences:1
atd 0.03	 Occurrences:1
flj 0.03	 Occurrences:1
bgn 0.03	 Occurrences:1
gnb 0.03	 Occurrences:1
nbg 0.03	 Occurrences:1
fep 0.03	 Occurrences:1
epe 0.03	 Occurrences:1
je, 0.03	 Occurrences:1
svg 0.03	 Occurrences:1
vge 0.03	 Occurrences:1
get 0.03	 Occurrences:1
çms 0.03	 Occurrences:1
gtb 0.03	 Occurrences:1
bum 0.03	 Occurrences:1
mgş 0.03	 Occurrences:1
gşç 0.03	 Occurrences:1
şçc 0.03	 Occurrences:1
çcm 0.03	 Occurrences:1
ö,f 0.03	 Occurrences:1
jmç 0.03	 Occurrences:1
mçe 0.03	 Occurrences:1
eef 0.03	 Occurrences:1
fmg 0.03	 Occurrences:1
bce 0.03	 Occurrences:1
eö, 0.03	 Occurrences:1
ö,s 0.03	 Occurrences:1
lym 0.03	 Occurrences:1
lgı 0.03	 Occurrences:1
gış 0.03	 Occurrences:1
ışö 0.03	 Occurrences:1
şöc 0.03	 Occurrences:1
öcş 0.03	 Occurrences:1
cşc 0.03	 Occurrences:1
şcg 0.03	 Occurrences:1
cgb 0.03	 Occurrences:1
gbğ 0.03	 Occurrences:1
bğy 0.03	 Occurrences:1
ğye 0.03	 Occurrences:1
eçb 0.03	 Occurrences:1
çbh 0.03	 Occurrences:1
hbı 0.03	 Occurrences:1
mço 0.03	 Occurrences:1
çoe 0.03	 Occurrences:1
ehl 0.03	 Occurrences:1
hlg 0.03	 Occurrences:1
lgç 0.03	 Occurrences:1
öfl 0.03	 Occurrences:1
lzs 0.03	 Occurrences:1
zsv 0.03	 Occurrences:1
svt 0.03	 Occurrences:1
vtd 0.03	 Occurrences:1
lfç 0.03	 Occurrences:1
öby 0.03	 Occurrences:1
byo 0.03	 Occurrences:1
yoe 0.03	 Occurrences:1
oeç 0.03	 Occurrences:1
çmt 0.03	 Occurrences:1
şöt 0.03	 Occurrences:1
böy 0.03	 Occurrences:1
mgö 0.03	 Occurrences:1
göm 0.03	 Occurrences:1
myş 0.03	 Occurrences:1
yşh 0.03	 Occurrences:1
şhm 0.03	 Occurrences:1
hmg 0.03	 Occurrences:1
öla 0.03	 Occurrences:1
açe 0.03	 Occurrences:1
çşd 0.03	 Occurrences:1
şdç 0.03	 Occurrences:1
cce 0.03	 Occurrences:1
ylç 0.03	 Occurrences:1
uls 0.03	 Occurrences:1
bgğ 0.03	 Occurrences:1
gğg 0.03	 Occurrences:1
imb 0.03	 Occurrences:1
mbç 0.03	 Occurrences:1
svk 0.03	 Occurrences:1
vkü 0.03	 Occurrences:1
löö 0.03	 Occurrences:1
ööm 0.03	 Occurrences:1
ömc 0.03	 Occurrences:1
gjş 0.03	 Occurrences:1
çşj 0.03	 Occurrences:1
şje 0.03	 Occurrences:1
jlp 0.03	 Occurrences:1
lpm 0.03	 Occurrences:1
çşç 0.03	 Occurrences:1
şçm 0.03	 Occurrences:1
öes 0.03	 Occurrences:1
seu 0.03	 Occurrences:1
uçl 0.03	 Occurrences:1
lgü 0.03	 Occurrences:1
güö 0.03	 Occurrences:1
mök 0.03	 Occurrences:1
öke 0.03	 Occurrences:1
çfl 0.03	 Occurrences:1
lzğ 0.03	 Occurrences:1
zğg 0.03	 Occurrences:1
imç 0.03	 Occurrences:1
rüg 0.03	 Occurrences:1
ügt 0.03	 Occurrences:1
gtş 0.03	 Occurrences:1
tşu 0.03	 Occurrences:1
şuş 0.03	 Occurrences:1
uşf 0.03	 Occurrences:1
şhc 0.03	 Occurrences:1
esv 0.03	 Occurrences:1
ghl 0.03	 Occurrences:1
hls 0.03	 Occurrences:1
gke 0.03	 Occurrences:1
zlf 0.03	 Occurrences:1
lf1 0.03	 Occurrences:1
f1- 0.03	 Occurrences:1
1-4 0.03	 Occurrences:1
-4k 0.03	 Occurrences:1
4kl 0.03	 Occurrences:1
klç 0.03	 Occurrences:1
lçj 0.03	 Occurrences:1
çjş 0.03	 Occurrences:1
vım 0.03	 Occurrences:1
ımç 0.03	 Occurrences:1
hbz 0.03	 Occurrences:1
aşf 0.03	 Occurrences:1
şhş 0.03	 Occurrences:1
hşö 0.03	 Occurrences:1
şöy 0.03	 Occurrences:1
öye 0.03	 Occurrences:1
mcm 0.03	 Occurrences:1
öbz 0.03	 Occurrences:1
aşö 0.03	 Occurrences:1
şöş 0.03	 Occurrences:1
öşö 0.03	 Occurrences:1
şöı 0.03	 Occurrences:1
dcv 0.03	 Occurrences:1
cvh 0.03	 Occurrences:1
vhe 0.03	 Occurrences:1
heu 0.03	 Occurrences:1
ted 0.03	 Occurrences:1
edç 0.03	 Occurrences:1
löm 0.03	 Occurrences:1
bkç 0.03	 Occurrences:1
kçm 0.03	 Occurrences:1
mab 0.03	 Occurrences:1
abt 0.03	 Occurrences:1
btt 0.03	 Occurrences:1
ttb 0.03	 Occurrences:1
tbs 0.03	 Occurrences:1
bsb 0.03	 Occurrences:1
bga 0.03	 Occurrences:1
gab 0.03	 Occurrences:1
ehj 0.03	 Occurrences:1
hje 0.03	 Occurrences:1
çlf 0.03	 Occurrences:1
flk 0.03	 Occurrences:1
lke 0.03	 Occurrences:1
fet 0.03	 Occurrences:1
löf 0.03	 Occurrences:1
öfş 0.03	 Occurrences:1
rüh 0.03	 Occurrences:1
ühç 0.03	 Occurrences:1
hçm 0.03	 Occurrences:1
möf 0.03	 Occurrences:1
öfb 0.03	 Occurrences:1
