Frequency ratio for engciphertext 4 grams:
izxv 1.3	 Occurrences:35
nhh( 0.04	 Occurrences:1
hh(y 0.04	 Occurrences:1
h(yz 0.04	 Occurrences:1
(yzn 0.04	 Occurrences:1
yznf 0.04	 Occurrences:1
fnbi 0.04	 Occurrences:1
nbiy 0.04	 Occurrences:1
biyp 0.04	 Occurrences:1
iypb 0.04	 Occurrences:1
ypbc 0.04	 Occurrences:1
pbcn 0.04	 Occurrences:1
cnz- 0.04	 Occurrences:1
nz-v 0.04	 Occurrences:1
z-vz 0.04	 Occurrences:1
-vzy 0.04	 Occurrences:1
vzyr 0.04	 Occurrences:1
zyrp 0.04	 Occurrences:1
yrpi 0.04	 Occurrences:1
rpic 0.04	 Occurrences:1
pico 0.04	 Occurrences:1
icof 0.04	 Occurrences:1
cofn 0.04	 Occurrences:1
ofn) 0.04	 Occurrences:1
fn)l 0.04	 Occurrences:1
n)ly 0.04	 Occurrences:1
)lyz 0.04	 Occurrences:1
yzsy 0.04	 Occurrences:1
zsyh 0.04	 Occurrences:1
yhcv 0.04	 Occurrences:1
hcvp 0.04	 Occurrences:1
cvpz 0.04	 Occurrences:1
vpzv 0.04	 Occurrences:1
pzvy 0.04	 Occurrences:1
zvyh 0.04	 Occurrences:1
vyhn 0.04	 Occurrences:1
yhnh 0.04	 Occurrences:1
nhdo 0.04	 Occurrences:1
hcyz 0.04	 Occurrences:1
cyzo 0.04	 Occurrences:1
yzoi 0.04	 Occurrences:1
ttxi 0.04	 Occurrences:1
txio 0.04	 Occurrences:1
xiov 0.04	 Occurrences:1
zhjn 0.04	 Occurrences:1
hjnz 0.04	 Occurrences:1
jnzn 0.04	 Occurrences:1
nzny 0.04	 Occurrences:1
znyl 0.04	 Occurrences:1
hnrr 0.04	 Occurrences:1
nrro 0.04	 Occurrences:1
rroz 0.04	 Occurrences:1
rozn 0.04	 Occurrences:1
ozni 0.04	 Occurrences:1
znic 0.04	 Occurrences:1
nict 0.04	 Occurrences:1
ictx 0.04	 Occurrences:1
ctxl 0.04	 Occurrences:1
yznb 0.04	 Occurrences:1
znbi 0.04	 Occurrences:1
byzr 0.04	 Occurrences:1
zrni 0.04	 Occurrences:1
pcer 0.04	 Occurrences:1
cerr 0.04	 Occurrences:1
erro 0.04	 Occurrences:1
rroc 0.04	 Occurrences:1
roco 0.04	 Occurrences:1
ocoy 0.04	 Occurrences:1
betv 0.04	 Occurrences:1
tvzy 0.04	 Occurrences:1
yinr 0.04	 Occurrences:1
inrp 0.04	 Occurrences:1
nrpz 0.04	 Occurrences:1
rpzn 0.04	 Occurrences:1
pznh 0.04	 Occurrences:1
znhh 0.04	 Occurrences:1
nhhp 0.04	 Occurrences:1
hhpi 0.04	 Occurrences:1
pide 0.04	 Occurrences:1
ideh 0.04	 Occurrences:1
ehep 0.04	 Occurrences:1
hepc 0.04	 Occurrences:1
epcd 0.04	 Occurrences:1
pcdn 0.04	 Occurrences:1
cdnb 0.04	 Occurrences:1
dnbc 0.04	 Occurrences:1
nbco 0.04	 Occurrences:1
bcoi 0.04	 Occurrences:1
byzo 0.04	 Occurrences:1
yzob 0.04	 Occurrences:1
zobc 0.04	 Occurrences:1
bcnk 0.04	 Occurrences:1
cnkz 0.04	 Occurrences:1
nkzo 0.04	 Occurrences:1
kzoc 0.04	 Occurrences:1
ocxi 0.04	 Occurrences:1
cxid 0.04	 Occurrences:1
xidn 0.04	 Occurrences:1
idni 0.04	 Occurrences:1
dniu 0.04	 Occurrences:1
niuh 0.04	 Occurrences:1
iuhc 0.04	 Occurrences:1
uhcd 0.04	 Occurrences:1
nzne 0.04	 Occurrences:1
znez 0.04	 Occurrences:1
nezn 0.04	 Occurrences:1
zncj 0.04	 Occurrences:1
ncjy 0.04	 Occurrences:1
cjyu 0.04	 Occurrences:1
jyuo 0.04	 Occurrences:1
yuob 0.04	 Occurrences:1
uobr 0.04	 Occurrences:1
obrh 0.04	 Occurrences:1
brhy 0.04	 Occurrences:1
rhyl 0.04	 Occurrences:1
nsh: 0.04	 Occurrences:1
sh:h 0.04	 Occurrences:1
h:hx 0.04	 Occurrences:1
:hxs 0.04	 Occurrences:1
iebr 0.04	 Occurrences:1
breh 0.04	 Occurrences:1
rehx 0.04	 Occurrences:1
zoio 0.04	 Occurrences:1
oiob 0.04	 Occurrences:1
iobh 0.04	 Occurrences:1
nshc 0.04	 Occurrences:1
dnhe 0.04	 Occurrences:1
nhes 0.04	 Occurrences:1
hesn 0.04	 Occurrences:1
esnu 0.04	 Occurrences:1
snun 0.04	 Occurrences:1
unx( 0.04	 Occurrences:1
nx(c 0.04	 Occurrences:1
x(cd 0.04	 Occurrences:1
(cdn 0.04	 Occurrences:1
zncu 0.04	 Occurrences:1
ncun 0.04	 Occurrences:1
cunx 0.04	 Occurrences:1
unx) 0.04	 Occurrences:1
nx)o 0.04	 Occurrences:1
x)oh 0.04	 Occurrences:1
)ohp 0.04	 Occurrences:1
ohph 0.04	 Occurrences:1
cebr 0.04	 Occurrences:1
eknr 0.04	 Occurrences:1
knre 0.04	 Occurrences:1
nrec 0.04	 Occurrences:1
eces 0.04	 Occurrences:1
cese 0.04	 Occurrences:1
eseb 0.04	 Occurrences:1
sebo 0.04	 Occurrences:1
ebov 0.04	 Occurrences:1
bovp 0.04	 Occurrences:1
ovpt 0.04	 Occurrences:1
vpte 0.04	 Occurrences:1
ptec 0.04	 Occurrences:1
teco 0.04	 Occurrences:1
bobh 0.04	 Occurrences:1
nsho 0.04	 Occurrences:1
shoh 0.04	 Occurrences:1
hohl 0.04	 Occurrences:1
ohle 0.04	 Occurrences:1
hleh 0.04	 Occurrences:1
lehc 0.04	 Occurrences:1
ehcn 0.04	 Occurrences:1
hcnz 0.04	 Occurrences:1
cnzc 0.04	 Occurrences:1
nzcd 0.04	 Occurrences:1
zcde 0.04	 Occurrences:1
debe 0.04	 Occurrences:1
ebeh 0.04	 Occurrences:1
behx 0.04	 Occurrences:1
nshe 0.04	 Occurrences:1
sheh 0.04	 Occurrences:1
hehc 0.04	 Occurrences:1
ehcd 0.04	 Occurrences:1
cdnx 0.04	 Occurrences:1
dnxk 0.04	 Occurrences:1
nxkn 0.04	 Occurrences:1
xknb 0.04	 Occurrences:1
ttxp 0.04	 Occurrences:1
txph 0.04	 Occurrences:1
xphn 0.04	 Occurrences:1
phnh 0.04	 Occurrences:1
nhdy 0.04	 Occurrences:1
yzcn 0.04	 Occurrences:1
zcnz 0.04	 Occurrences:1
cnzu 0.04	 Occurrences:1
nzun 0.04	 Occurrences:1
zunx 0.04	 Occurrences:1
unxt 0.04	 Occurrences:1
nxtn 0.04	 Occurrences:1
xtnb 0.04	 Occurrences:1
tnbk 0.04	 Occurrences:1
nbkc 0.04	 Occurrences:1
kcdh 0.04	 Occurrences:1
cdhe 0.04	 Occurrences:1
dheh 0.04	 Occurrences:1
hehx 0.04	 Occurrences:1
nshp 0.04	 Occurrences:1
shph 0.04	 Occurrences:1
phnv 0.04	 Occurrences:1
hnvp 0.04	 Occurrences:1
nvpa 0.04	 Occurrences:1
vpat 0.04	 Occurrences:1
pato 0.04	 Occurrences:1
atoi 0.04	 Occurrences:1
toiu 0.04	 Occurrences:1
oiun 0.04	 Occurrences:1
iunx 0.04	 Occurrences:1
ekne 0.04	 Occurrences:1
kneb 0.04	 Occurrences:1
brev 0.04	 Occurrences:1
revz 0.04	 Occurrences:1
evzo 0.04	 Occurrences:1
vzof 0.04	 Occurrences:1
zofe 0.04	 Occurrences:1
ofec 0.04	 Occurrences:1
fecn 0.04	 Occurrences:1
ecnu 0.04	 Occurrences:1
cnun 0.04	 Occurrences:1
xcyr 0.04	 Occurrences:1
vcoc 0.04	 Occurrences:1
cocp 0.04	 Occurrences:1
ocph 0.04	 Occurrences:1
cphn 0.04	 Occurrences:1
phny 0.04	 Occurrences:1
hnyl 0.04	 Occurrences:1
nyle 0.04	 Occurrences:1
yleh 0.04	 Occurrences:1
lehx 0.04	 Occurrences:1
nshn 0.04	 Occurrences:1
shnb 0.04	 Occurrences:1
hnbd 0.04	 Occurrences:1
nbde 0.04	 Occurrences:1
bdeb 0.04	 Occurrences:1
debi 0.04	 Occurrences:1
binh 0.04	 Occurrences:1
inhc 0.04	 Occurrences:1
ipzo 0.04	 Occurrences:1
pzoc 0.04	 Occurrences:1
ocxy 0.04	 Occurrences:1
cxyl 0.04	 Occurrences:1
liys 0.04	 Occurrences:1
oyb
 0.04	 Occurrences:1
yb

 0.04	 Occurrences:1
b

o 0.04	 Occurrences:1


ob 0.04	 Occurrences:1

obi 0.04	 Occurrences:1
obiy 0.04	 Occurrences:1
biyt 0.04	 Occurrences:1
iytt 0.04	 Occurrences:1
ytty 0.04	 Occurrences:1
ttyg 0.04	 Occurrences:1
tygp 0.04	 Occurrences:1
ygpo 0.04	 Occurrences:1
gpoe 0.04	 Occurrences:1
poet 0.04	 Occurrences:1
oetp 0.04	 Occurrences:1
etph 0.04	 Occurrences:1
tphn 0.04	 Occurrences:1
nzsi 0.04	 Occurrences:1
zsiy 0.04	 Occurrences:1
siyr 0.04	 Occurrences:1
yrno 0.04	 Occurrences:1
rnoh 0.04	 Occurrences:1
nohy 0.04	 Occurrences:1
ohyl 0.04	 Occurrences:1
hylc 0.04	 Occurrences:1
rcys 0.04	 Occurrences:1
cysn 0.04	 Occurrences:1
nebe 0.04	 Occurrences:1
ebeb 0.04	 Occurrences:1
bebx 0.04	 Occurrences:1
ebxs 0.04	 Occurrences:1
bxsn 0.04	 Occurrences:1
xsnc 0.04	 Occurrences:1
dyry 0.04	 Occurrences:1
yryl 0.04	 Occurrences:1
ryln 0.04	 Occurrences:1
byzi 0.04	 Occurrences:1
yziy 0.04	 Occurrences:1
ziyb 0.04	 Occurrences:1
iybi 0.04	 Occurrences:1
ybin 0.04	 Occurrences:1
bine 0.04	 Occurrences:1
inet 0.04	 Occurrences:1
nets 0.04	 Occurrences:1
etsn 0.04	 Occurrences:1
tsnb 0.04	 Occurrences:1
cyls 0.04	 Occurrences:1
lsne 0.04	 Occurrences:1
obkd 0.04	 Occurrences:1
bkdy 0.04	 Occurrences:1
kdyj 0.04	 Occurrences:1
dyjn 0.04	 Occurrences:1
yjnf 0.04	 Occurrences:1
jnfn 0.04	 Occurrences:1
fnzo 0.04	 Occurrences:1
nzob 0.04	 Occurrences:1
zobi 0.04	 Occurrences:1
vdxi 0.04	 Occurrences:1
dxiy 0.04	 Occurrences:1
xiyr 0.04	 Occurrences:1
yrnd 0.04	 Occurrences:1
rnde 0.04	 Occurrences:1
ndeh 0.04	 Occurrences:1
ehes 0.04	 Occurrences:1
hesy 0.04	 Occurrences:1
esyz 0.04	 Occurrences:1
nhvn 0.04	 Occurrences:1
lois 0.04	 Occurrences:1
oisn 0.04	 Occurrences:1
isne 0.04	 Occurrences:1
obko 0.04	 Occurrences:1
bkoc 0.04	 Occurrences:1
kocs 0.04	 Occurrences:1
ocsn 0.04	 Occurrences:1
csne 0.04	 Occurrences:1
nebh 0.04	 Occurrences:1
ebhc 0.04	 Occurrences:1
bhcd 0.04	 Occurrences:1
nznv 0.04	 Occurrences:1
eins 0.04	 Occurrences:1
insn 0.04	 Occurrences:1
cyle 0.04	 Occurrences:1
ylep 0.04	 Occurrences:1
lepb 0.04	 Occurrences:1
epbo 0.04	 Occurrences:1
bocy 0.04	 Occurrences:1
ocyl 0.04	 Occurrences:1
cylv 0.04	 Occurrences:1
ylvt 0.04	 Occurrences:1
lvte 0.04	 Occurrences:1
qc(o 0.04	 Occurrences:1
c(on 0.04	 Occurrences:1
(one 0.04	 Occurrences:1
ones 0.04	 Occurrences:1
nesn 0.04	 Occurrences:1
esne 0.04	 Occurrences:1
bklp 0.04	 Occurrences:1
klpt 0.04	 Occurrences:1
lptj 0.04	 Occurrences:1
ptjy 0.04	 Occurrences:1
tjyz 0.04	 Occurrences:1
yzry 0.04	 Occurrences:1
zryz 0.04	 Occurrences:1
ryzv 0.04	 Occurrences:1
yzvd 0.04	 Occurrences:1
zvdz 0.04	 Occurrences:1
vdze 0.04	 Occurrences:1
dzeh 0.04	 Occurrences:1
zehn 0.04	 Occurrences:1
ehn) 0.04	 Occurrences:1
hn)j 0.04	 Occurrences:1
n)jo 0.04	 Occurrences:1
)joc 0.04	 Occurrences:1
ocde 0.04	 Occurrences:1
cdei 0.04	 Occurrences:1
deiy 0.04	 Occurrences:1
eiyr 0.04	 Occurrences:1
yrnj 0.04	 Occurrences:1
rnjy 0.04	 Occurrences:1
njyz 0.04	 Occurrences:1
yzr( 0.04	 Occurrences:1
zr(l 0.04	 Occurrences:1
r(ly 0.04	 Occurrences:1
(lyz 0.04	 Occurrences:1
yznq 0.04	 Occurrences:1
znqe 0.04	 Occurrences:1
nqes 0.04	 Occurrences:1
qesv 0.04	 Occurrences:1
esvt 0.04	 Occurrences:1
vtnj 0.04	 Occurrences:1
tnje 0.04	 Occurrences:1
njet 0.04	 Occurrences:1
jett 0.04	 Occurrences:1
ette 0.04	 Occurrences:1
ttea 0.04	 Occurrences:1
teax 0.04	 Occurrences:1
eaxz 0.04	 Occurrences:1
axzn 0.04	 Occurrences:1
xznv 0.04	 Occurrences:1
einh 0.04	 Occurrences:1
inhe 0.04	 Occurrences:1
nhec 0.04	 Occurrences:1
hecc 0.04	 Occurrences:1
ecce 0.04	 Occurrences:1
ccei 0.04	 Occurrences:1
ceiu 0.04	 Occurrences:1
eiue 0.04	 Occurrences:1
iuec 0.04	 Occurrences:1
uecr 0.04	 Occurrences:1
ecre 0.04	 Occurrences:1
crej 0.04	 Occurrences:1
rejb 0.04	 Occurrences:1
ejb) 0.04	 Occurrences:1
jb)i 0.04	 Occurrences:1
b)iy 0.04	 Occurrences:1
)iyr 0.04	 Occurrences:1
nhez 0.04	 Occurrences:1
eznb 0.04	 Occurrences:1
znby 0.04	 Occurrences:1
nbyt 0.04	 Occurrences:1
byty 0.04	 Occurrences:1
ytyb 0.04	 Occurrences:1
tybk 0.04	 Occurrences:1
ybkn 0.04	 Occurrences:1
bknz 0.04	 Occurrences:1
knzp 0.04	 Occurrences:1
robh 0.04	 Occurrences:1
obhn 0.04	 Occurrences:1
bhnz 0.04	 Occurrences:1
hnzo 0.04	 Occurrences:1
nzoy 0.04	 Occurrences:1
zoyp 0.04	 Occurrences:1
oyph 0.04	 Occurrences:1
yphi 0.04	 Occurrences:1
phiz 0.04	 Occurrences:1
vdx— 0.04	 Occurrences:1
dx—n 0.04	 Occurrences:1
x—nq 0.04	 Occurrences:1
—nqi 0.04	 Occurrences:1
nqin 0.04	 Occurrences:1
qinv 0.04	 Occurrences:1
invc 0.04	 Occurrences:1
nvco 0.04	 Occurrences:1
vcob 0.04	 Occurrences:1
cobi 0.04	 Occurrences:1
obio 0.04	 Occurrences:1
bior 0.04	 Occurrences:1
iorn 0.04	 Occurrences:1
ornb 0.04	 Occurrences:1
rnbc 0.04	 Occurrences:1
bcet 0.04	 Occurrences:1
cett 0.04	 Occurrences:1
ttxl 0.04	 Occurrences:1
lyzh 0.04	 Occurrences:1
yzhp 0.04	 Occurrences:1
zhpi 0.04	 Occurrences:1
pidc 0.04	 Occurrences:1
idcd 0.04	 Occurrences:1
dcdo 0.04	 Occurrences:1
cdob 0.04	 Occurrences:1
dobk 0.04	 Occurrences:1
obkh 0.04	 Occurrences:1
bkhe 0.04	 Occurrences:1
kheh 0.04	 Occurrences:1
hehp 0.04	 Occurrences:1
ehpb 0.04	 Occurrences:1
bocr 0.04	 Occurrences:1
ocrn 0.04	 Occurrences:1
crnh 0.04	 Occurrences:1
rnho 0.04	 Occurrences:1
nhok 0.04	 Occurrences:1
hokb 0.04	 Occurrences:1
okbe 0.04	 Occurrences:1
kbec 0.04	 Occurrences:1
ybh( 0.04	 Occurrences:1
bh(n 0.04	 Occurrences:1
h(nk 0.04	 Occurrences:1
(nka 0.04	 Occurrences:1
nkaz 0.04	 Occurrences:1
kazy 0.04	 Occurrences:1
azyb 0.04	 Occurrences:1
zybi 0.04	 Occurrences:1
ybiy 0.04	 Occurrences:1
biyl 0.04	 Occurrences:1
iylt 0.04	 Occurrences:1
ylto 0.04	 Occurrences:1
ltok 0.04	 Occurrences:1
tokd 0.04	 Occurrences:1
okdc 0.04	 Occurrences:1
kdcy 0.04	 Occurrences:1
dcyz 0.04	 Occurrences:1
cyzy 0.04	 Occurrences:1
yzyv 0.04	 Occurrences:1
ybyf 0.04	 Occurrences:1
byfn 0.04	 Occurrences:1
fnzt 0.04	 Occurrences:1
nzty 0.04	 Occurrences:1
ztyz 0.04	 Occurrences:1
tyzr 0.04	 Occurrences:1
yzr) 0.04	 Occurrences:1
zr)— 0.04	 Occurrences:1
r)—h 0.04	 Occurrences:1
)—ho 0.04	 Occurrences:1
—hob 0.04	 Occurrences:1
obin 0.04	 Occurrences:1
binv 0.04	 Occurrences:1
invz 0.04	 Occurrences:1
vzyv 0.04	 Occurrences:1
vnzt 0.04	 Occurrences:1
nztx 0.04	 Occurrences:1
ztxi 0.04	 Occurrences:1
txid 0.04	 Occurrences:1
xidy 0.04	 Occurrences:1
idyh 0.04	 Occurrences:1
dyhn 0.04	 Occurrences:1
yhnb 0.04	 Occurrences:1
hnbi 0.04	 Occurrences:1
nbio 0.04	 Occurrences:1
biov 0.04	 Occurrences:1
zhez 0.04	 Occurrences:1
znay 0.04	 Occurrences:1
nayc 0.04	 Occurrences:1
ycds 0.04	 Occurrences:1
cdsy 0.04	 Occurrences:1
dsyz 0.04	 Occurrences:1
yznv 0.04	 Occurrences:1
znvz 0.04	 Occurrences:1
nvze 0.04	 Occurrences:1
iete 0.04	 Occurrences:1
eteb 0.04	 Occurrences:1
tebr 0.04	 Occurrences:1
ebrs 0.04	 Occurrences:1
brsy 0.04	 Occurrences:1
rsyz 0.04	 Occurrences:1
znhn 0.04	 Occurrences:1
ipzn 0.04	 Occurrences:1
pznc 0.04	 Occurrences:1
debn 0.04	 Occurrences:1
ebnf 0.04	 Occurrences:1
bnfn 0.04	 Occurrences:1
fnbc 0.04	 Occurrences:1
nbcd 0.04	 Occurrences:1
cdna 0.04	 Occurrences:1
dnan 0.04	 Occurrences:1
nanh 0.04	 Occurrences:1
anhc 0.04	 Occurrences:1
nhci 0.04	 Occurrences:1
hciy 0.04	 Occurrences:1
ciyr 0.04	 Occurrences:1
bret 0.04	 Occurrences:1
reth 0.04	 Occurrences:1
ethy 0.04	 Occurrences:1
thye 0.04	 Occurrences:1
hyez 0.04	 Occurrences:1
yezn 0.04	 Occurrences:1
znan 0.04	 Occurrences:1
nanc 0.04	 Occurrences:1
ancc 0.04	 Occurrences:1
cnze 0.04	 Occurrences:1
nzer 0.04	 Occurrences:1
zere 0.04	 Occurrences:1
erev 0.04	 Occurrences:1
revc 0.04	 Occurrences:1
evcn 0.04	 Occurrences:1
cnrc 0.04	 Occurrences:1
rcyi 0.04	 Occurrences:1
cyiy 0.04	 Occurrences:1
yiys 0.04	 Occurrences:1
iysv 0.04	 Occurrences:1
ysvp 0.04	 Occurrences:1
svpc 0.04	 Occurrences:1
vpcn 0.04	 Occurrences:1
pcnz 0.04	 Occurrences:1
nzh
 0.04	 Occurrences:1
zh

 0.04	 Occurrences:1
h

i 0.04	 Occurrences:1


iz 0.04	 Occurrences:1

izx 0.04	 Occurrences:1
hoho 0.04	 Occurrences:1
hohc 0.04	 Occurrences:1
nzsp 0.04	 Occurrences:1
zsph 0.04	 Occurrences:1
sphn 0.04	 Occurrences:1
hnrl 0.04	 Occurrences:1
nrly 0.04	 Occurrences:1
rlyz 0.04	 Occurrences:1
lyzc 0.04	 Occurrences:1
xyls 0.04	 Occurrences:1
lsnc 0.04	 Occurrences:1
dyrh 0.04	 Occurrences:1
yrhl 0.04	 Occurrences:1
rhly 0.04	 Occurrences:1
hlyz 0.04	 Occurrences:1
lyzy 0.04	 Occurrences:1
yzya 0.04	 Occurrences:1
zyac 0.04	 Occurrences:1
yace 0.04	 Occurrences:1
aceo 0.04	 Occurrences:1
ceob 0.04	 Occurrences:1
eobo 0.04	 Occurrences:1
obob 0.04	 Occurrences:1
obkc 0.04	 Occurrences:1
kcdn 0.04	 Occurrences:1
cdns 0.04	 Occurrences:1
dnsn 0.04	 Occurrences:1
nsne 0.04	 Occurrences:1
kyln 0.04	 Occurrences:1
xvcn 0.04	 Occurrences:1
cnro 0.04	 Occurrences:1
robl 0.04	 Occurrences:1
pcei 0.04	 Occurrences:1
ceii 0.04	 Occurrences:1
eiin 0.04	 Occurrences:1
iinh 0.04	 Occurrences:1
nhhc 0.04	 Occurrences:1
hhcy 0.04	 Occurrences:1
hcyc 0.04	 Occurrences:1
dnun 0.04	 Occurrences:1
unxb 0.04	 Occurrences:1
nxby 0.04	 Occurrences:1
xbyz 0.04	 Occurrences:1
byzs 0.04	 Occurrences:1
ttxz 0.04	 Occurrences:1
txzn 0.04	 Occurrences:1
xzng 0.04	 Occurrences:1
ngpo 0.04	 Occurrences:1
gpoz 0.04	 Occurrences:1
pozn 0.04	 Occurrences:1
oznr 0.04	 Occurrences:1
znrc 0.04	 Occurrences:1
cyry 0.04	 Occurrences:1
yryh 0.04	 Occurrences:1
ryhy 0.04	 Occurrences:1
yhy; 0.04	 Occurrences:1
hy;o 0.04	 Occurrences:1
y;on 0.04	 Occurrences:1
;ono 0.04	 Occurrences:1
onoc 0.04	 Occurrences:1
noco 0.04	 Occurrences:1
ocoh 0.04	 Occurrences:1
cohc 0.04	 Occurrences:1
xyld 0.04	 Occurrences:1
yldy 0.04	 Occurrences:1
ldyj 0.04	 Occurrences:1
dyjc 0.04	 Occurrences:1
yjcy 0.04	 Occurrences:1
jcyi 0.04	 Occurrences:1
cyiz 0.04	 Occurrences:1
yize 0.04	 Occurrences:1
izei 0.04	 Occurrences:1
zeiu 0.04	 Occurrences:1
eiun 0.04	 Occurrences:1
iunb 0.04	 Occurrences:1
unbi 0.04	 Occurrences:1
dshy 0.04	 Occurrences:1
shyz 0.04	 Occurrences:1
hyzc 0.04	 Occurrences:1
cdno 0.04	 Occurrences:1
dnoz 0.04	 Occurrences:1
nozo 0.04	 Occurrences:1
ozos 0.04	 Occurrences:1
zosv 0.04	 Occurrences:1
osvt 0.04	 Occurrences:1
vtns 0.04	 Occurrences:1
bcec 0.04	 Occurrences:1
ceco 0.04	 Occurrences:1
ybh
 0.04	 Occurrences:1
bh

 0.04	 Occurrences:1
h

h 0.04	 Occurrences:1


hy 0.04	 Occurrences:1

hys 0.04	 Occurrences:1
ysnp 0.04	 Occurrences:1
snph 0.04	 Occurrences:1
nzsh 0.04	 Occurrences:1
zshi 0.04	 Occurrences:1
shiz 0.04	 Occurrences:1
ykxo 0.04	 Occurrences:1
kxob 0.04	 Occurrences:1
xobc 0.04	 Occurrences:1
nzid 0.04	 Occurrences:1
zide 0.04	 Occurrences:1
ideb 0.04	 Occurrences:1
debk 0.04	 Occurrences:1
ebkn 0.04	 Occurrences:1
bkne 0.04	 Occurrences:1
knea 0.04	 Occurrences:1
neat 0.04	 Occurrences:1
eatx 0.04	 Occurrences:1
atxo 0.04	 Occurrences:1
txob 0.04	 Occurrences:1
xobn 0.04	 Occurrences:1
obnb 0.04	 Occurrences:1
bnbk 0.04	 Occurrences:1
ohdj 0.04	 Occurrences:1
hdjd 0.04	 Occurrences:1
djdo 0.04	 Occurrences:1
jdot 0.04	 Occurrences:1
dotn 0.04	 Occurrences:1
otny 0.04	 Occurrences:1
tnyc 0.04	 Occurrences:1
nycd 0.04	 Occurrences:1
nzh( 0.04	 Occurrences:1
zh(o 0.04	 Occurrences:1
h(ob 0.04	 Occurrences:1
(obi 0.04	 Occurrences:1
tpro 0.04	 Occurrences:1
prob 0.04	 Occurrences:1
robk 0.04	 Occurrences:1
bkph 0.04	 Occurrences:1
kphs 0.04	 Occurrences:1
phso 0.04	 Occurrences:1
hsot 0.04	 Occurrences:1
soto 0.04	 Occurrences:1
otoc 0.04	 Occurrences:1
toce 0.04	 Occurrences:1
ocez 0.04	 Occurrences:1
cezx 0.04	 Occurrences:1
ezxv 0.04	 Occurrences:1
zxvz 0.04	 Occurrences:1
xvze 0.04	 Occurrences:1
oink 0.04	 Occurrences:1
inkn 0.04	 Occurrences:1
nknb 0.04	 Occurrences:1
ttx) 0.04	 Occurrences:1
tx)p 0.04	 Occurrences:1
x)ph 0.04	 Occurrences:1
)phn 0.04	 Occurrences:1
phni 0.04	 Occurrences:1
vdxc 0.04	 Occurrences:1
dxcy 0.04	 Occurrences:1
lnzh 0.04	 Occurrences:1
nzhv 0.04	 Occurrences:1
zhvn 0.04	 Occurrences:1
loie 0.04	 Occurrences:1
ttxc 0.04	 Occurrences:1
dnph 0.04	 Occurrences:1
phne 0.04	 Occurrences:1
hneb 0.04	 Occurrences:1
ebrv 0.04	 Occurrences:1
brvz 0.04	 Occurrences:1
rvze 0.04	 Occurrences:1
oiny 0.04	 Occurrences:1
inyl 0.04	 Occurrences:1
nyli 0.04	 Occurrences:1
evdo 0.04	 Occurrences:1
vdoi 0.04	 Occurrences:1
doic 0.04	 Occurrences:1
oicn 0.04	 Occurrences:1
icni 0.04	 Occurrences:1
cnid 0.04	 Occurrences:1
nidb 0.04	 Occurrences:1
idbo 0.04	 Occurrences:1
dbog 0.04	 Occurrences:1
bogp 0.04	 Occurrences:1
ogpn 0.04	 Occurrences:1
gpnh 0.04	 Occurrences:1
pnhe 0.04	 Occurrences:1
ykxc 0.04	 Occurrences:1
kxcy 0.04	 Occurrences:1
lnzc 0.04	 Occurrences:1
nzcy 0.04	 Occurrences:1
zcyc 0.04	 Occurrences:1
aobn 0.04	 Occurrences:1
obnr 0.04	 Occurrences:1
bnrh 0.04	 Occurrences:1
nrhc 0.04	 Occurrences:1
rhcp 0.04	 Occurrences:1
hohn 0.04	 Occurrences:1
ohnb 0.04	 Occurrences:1
hnbk 0.04	 Occurrences:1
ohdo 0.04	 Occurrences:1
dohs 0.04	 Occurrences:1
ohsy 0.04	 Occurrences:1
hsyz 0.04	 Occurrences:1
znlt 0.04	 Occurrences:1
nltn 0.04	 Occurrences:1
ltnq 0.04	 Occurrences:1
tnqo 0.04	 Occurrences:1
nqoa 0.04	 Occurrences:1
qoat 0.04	 Occurrences:1
tncd 0.04	 Occurrences:1
debh 0.04	 Occurrences:1
ebhn 0.04	 Occurrences:1
bhnf 0.04	 Occurrences:1
hnfn 0.04	 Occurrences:1
fnze 0.04	 Occurrences:1
zety 0.04	 Occurrences:1
etyc 0.04	 Occurrences:1
tycd 0.04	 Occurrences:1
dnzt 0.04	 Occurrences:1
nzte 0.04	 Occurrences:1
zteb 0.04	 Occurrences:1
knho 0.04	 Occurrences:1
hobj 0.04	 Occurrences:1
objd 0.04	 Occurrences:1
idiz 0.04	 Occurrences:1
dizx 0.04	 Occurrences:1
kx(r 0.04	 Occurrences:1
x(ry 0.04	 Occurrences:1
(ryb 0.04	 Occurrences:1
rybn 0.04	 Occurrences:1
ybna 0.04	 Occurrences:1
bnax 0.04	 Occurrences:1
naxi 0.04	 Occurrences:1
axiz 0.04	 Occurrences:1
xizx 0.04	 Occurrences:1
tyko 0.04	 Occurrences:1
ykoh 0.04	 Occurrences:1
kohc 0.04	 Occurrences:1
ohch 0.04	 Occurrences:1
hch) 0.04	 Occurrences:1
ch)o 0.04	 Occurrences:1
h)oh 0.04	 Occurrences:1
ohet 0.04	 Occurrences:1
hetj 0.04	 Occurrences:1
etje 0.04	 Occurrences:1
tjex 0.04	 Occurrences:1
jexh 0.04	 Occurrences:1
exhp 0.04	 Occurrences:1
xhph 0.04	 Occurrences:1
robc 0.04	 Occurrences:1
obcd 0.04	 Occurrences:1
hniy 0.04	 Occurrences:1
niyb 0.04	 Occurrences:1
iybr 0.04	 Occurrences:1
